Semana,Fecha,Día,Hora inicio,Hora fin,Especialidad,Actividad,Docente/Responsable,Aula,Tipo,Observaciones
SEMANA 3,VIERNES 19 JUNIO,Viernes,9:30,10:00,Dolor y Cuidado Paliativo,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 3,VIERNES 19 JUNIO,Viernes,9:30,10:00,Neonatología,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 3,VIERNES 19 JUNIO,Viernes,9:30,10:00,Gastroenterología,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 3,VIERNES 19 JUNIO,Viernes,9:30,10:00,Reumatología,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 3,VIERNES 19 JUNIO,Viernes,9:30,10:00,Neumología,DESCANSO,No aplica,No aplica,Descanso,
SEMANA 3,VIERNES 19 JUNIO,Viernes,10:00,12:00,Anestesiología,Normatividad Posgrados Clínicos y evaluación curso de inducción,Dra. Laura Libreros Foronda,Aula C309,Académico,
SEMANA 3,VIERNES 19 JUNIO,Viernes,10:00,12:00,Cirugía General,Normatividad Posgrados Clínicos y evaluación curso de inducción,Dra. Laura Libreros Foronda,Aula C309,Académico,
SEMANA 3,VIERNES 19 JUNIO,Viernes,10:00,12:00,Urología,Normatividad Posgrados Clínicos y evaluación curso de inducción,Dra. Laura Libreros Foronda,Aula C309,Académico,
SEMANA 3,VIERNES 19 JUNIO,Viernes,10:00,12:00,Ortopedia y Traumatología,Normatividad Posgrados Clínicos y evaluación curso de inducción,Dra. Laura Libreros Foronda,Aula C309,Académico,
SEMANA 3,VIERNES 19 JUNIO,Viernes,10:00,12:00,Dermatología,Normatividad Posgrados Clínicos y evaluación curso de inducción,Dra. Laura Libreros Foronda,Aula C309,Académico,
SEMANA 3,VIERNES 19 JUNIO,Viernes,10:00,12:00,"Cirugía Plástica, Reconstructiva y Estética",Normatividad Posgrados Clínicos y evaluación curso de inducción,Dra. Laura Libreros Foronda,Aula C309,Académico,
SEMANA 3,VIERNES 19 JUNIO,Viernes,10:00,12:00,Pediatría,Normatividad Posgrados Clínicos y evaluación curso de inducción,Dra. Laura Libreros Foronda,Aula C309,Académico,
SEMANA 3,VIERNES 19 JUNIO,Viernes,10:00,12:00,Ginecología y Obstetricia,Normatividad Posgrados Clínicos y evaluación curso de inducción,Dra. Laura Libreros Foronda,Aula C309,Académico,
SEMANA 3,VIERNES 19 JUNIO,Viernes,10:00,12:00,Medicina de Urgencias,Normatividad Posgrados Clínicos y evaluación curso de inducción,Dra. Laura Libreros Foronda,Aula C309,Académico,
SEMANA 3,VIERNES 19 JUNIO,Viernes,10:00,12:00,Medicina Interna,Normatividad Posgrados Clínicos y evaluación curso de inducción,Dra. Laura Libreros Foronda,Aula C309,Académico,
SEMANA 3,VIERNES 19 JUNIO,Viernes,10:00,12:00,Neurología,Normatividad Posgrados Clínicos y evaluación curso de inducción,Dra. Laura Libreros Foronda,Aula C309,Académico,
SEMANA 3,VIERNES 19 JUNIO,Viernes,10:00,12:00,Psiquiatría,Normatividad Posgrados Clínicos y evaluación curso de inducción,Dra. Laura Libreros Foronda,Aula C309,Académico,
SEMANA 3,VIERNES 19 JUNIO,Viernes,10:00,12:00,Radiología e imágenes Diagnósticas,Normatividad Posgrados Clínicos y evaluación curso de inducción,Dra. Laura Libreros Foronda,Aula C309,Académico,
SEMANA 3,VIERNES 19 JUNIO,Viernes,10:00,12:00,Oftalmología,Normatividad Posgrados Clínicos y evaluación curso de inducción,Dra. Laura Libreros Foronda,Aula C309,Académico,
SEMANA 3,VIERNES 19 JUNIO,Viernes,10:00,12:00,Cardiología,Normatividad Posgrados Clínicos y evaluación curso de inducción,Dra. Laura Libreros Foronda,Aula C309,Académico,
SEMANA 3,VIERNES 19 JUNIO,Viernes,10:00,12:00,Anestesia Cardiovascular y Torácica,Normatividad Posgrados Clínicos y evaluación curso de inducción,Dra. Laura Libreros Foronda,Aula C309,Académico,
SEMANA 3,VIERNES 19 JUNIO,Viernes,10:00,12:00,Cirugía Cardiovascular,Normatividad Posgrados Clínicos y evaluación curso de inducción,Dra. Laura Libreros Foronda,Aula C309,Académico,
SEMANA 3,VIERNES 19 JUNIO,Viernes,10:00,12:00,Cardiología Intervencionista y Hemodinamia,Normatividad Posgrados Clínicos y evaluación curso de inducción,Dra. Laura Libreros Foronda,Aula C309,Académico,
SEMANA 3,VIERNES 19 JUNIO,Viernes,10:00,12:00,Electrofisiología Cardiaca,Normatividad Posgrados Clínicos y evaluación curso de inducción,Dra. Laura Libreros Foronda,Aula C309,Académico,
SEMANA 3,VIERNES 19 JUNIO,Viernes,10:00,12:00,Medicina Crítica y Cuidado Intensivo Adulto,Normatividad Posgrados Clínicos y evaluación curso de inducción,Dra. Laura Libreros Foronda,Aula C309,Académico,
SEMANA 3,VIERNES 19 JUNIO,Viernes,10:00,12:00,Medicina Crítica y Cuidado Intensivo Pediátrico,Normatividad Posgrados Clínicos y evaluación curso de inducción,Dra. Laura Libreros Foronda,Aula C309,Académico,
SEMANA 3,VIERNES 19 JUNIO,Viernes,10:00,12:00,Dermatopatología,Normatividad Posgrados Clínicos y evaluación curso de inducción,Dra. Laura Libreros Foronda,Aula C309,Académico,
SEMANA 3,VIERNES 19 JUNIO,Viernes,10:00,12:00,Mastología,Normatividad Posgrados Clínicos y evaluación curso de inducción,Dra. Laura Libreros Foronda,Aula C309,Académico,
SEMANA 3,VIERNES 19 JUNIO,Viernes,10:00,12:00,Infectología Pediátrica,Normatividad Posgrados Clínicos y evaluación curso de inducción,Dra. Laura Libreros Foronda,Aula C309,Académico,
SEMANA 3,VIERNES 19 JUNIO,Viernes,10:00,12:00,Dolor y Cuidado Paliativo,Normatividad Posgrados Clínicos y evaluación curso de inducción,Dra. Laura Libreros Foronda,Aula C309,Académico,
SEMANA 3,VIERNES 19 JUNIO,Viernes,10:00,12:00,Neonatología,Normatividad Posgrados Clínicos y evaluación curso de inducción,Dra. Laura Libreros Foronda,Aula C309,Académico,
SEMANA 3,VIERNES 19 JUNIO,Viernes,10:00,12:00,Gastroenterología,Normatividad Posgrados Clínicos y evaluación curso de inducción,Dra. Laura Libreros Foronda,Aula C309,Académico,
SEMANA 3,VIERNES 19 JUNIO,Viernes,10:00,12:00,Reumatología,Normatividad Posgrados Clínicos y evaluación curso de inducción,Dra. Laura Libreros Foronda,Aula C309,Académico,
SEMANA 3,VIERNES 19 JUNIO,Viernes,10:00,12:00,Neumología,Normatividad Posgrados Clínicos y evaluación curso de inducción,Dra. Laura Libreros Foronda,Aula C309,Académico,
SEMANA 3,VIERNES 19 JUNIO,Viernes,12:00,13:00,Anestesiología,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 3,VIERNES 19 JUNIO,Viernes,12:00,13:00,Cirugía General,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 3,VIERNES 19 JUNIO,Viernes,12:00,13:00,Urología,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 3,VIERNES 19 JUNIO,Viernes,12:00,13:00,Ortopedia y Traumatología,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 3,VIERNES 19 JUNIO,Viernes,12:00,13:00,Dermatología,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 3,VIERNES 19 JUNIO,Viernes,12:00,13:00,"Cirugía Plástica, Reconstructiva y Estética",ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 3,VIERNES 19 JUNIO,Viernes,12:00,13:00,Pediatría,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 3,VIERNES 19 JUNIO,Viernes,12:00,13:00,Ginecología y Obstetricia,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 3,VIERNES 19 JUNIO,Viernes,12:00,13:00,Medicina de Urgencias,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 3,VIERNES 19 JUNIO,Viernes,12:00,13:00,Medicina Interna,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 3,VIERNES 19 JUNIO,Viernes,12:00,13:00,Neurología,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 3,VIERNES 19 JUNIO,Viernes,12:00,13:00,Psiquiatría,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 3,VIERNES 19 JUNIO,Viernes,12:00,13:00,Radiología e imágenes Diagnósticas,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 3,VIERNES 19 JUNIO,Viernes,12:00,13:00,Oftalmología,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 3,VIERNES 19 JUNIO,Viernes,12:00,13:00,Cardiología,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 3,VIERNES 19 JUNIO,Viernes,12:00,13:00,Anestesia Cardiovascular y Torácica,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 3,VIERNES 19 JUNIO,Viernes,12:00,13:00,Cirugía Cardiovascular,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 3,VIERNES 19 JUNIO,Viernes,12:00,13:00,Cardiología Intervencionista y Hemodinamia,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 3,VIERNES 19 JUNIO,Viernes,12:00,13:00,Electrofisiología Cardiaca,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 3,VIERNES 19 JUNIO,Viernes,12:00,13:00,Medicina Crítica y Cuidado Intensivo Adulto,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 3,VIERNES 19 JUNIO,Viernes,12:00,13:00,Medicina Crítica y Cuidado Intensivo Pediátrico,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 3,VIERNES 19 JUNIO,Viernes,12:00,13:00,Dermatopatología,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 3,VIERNES 19 JUNIO,Viernes,12:00,13:00,Mastología,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 3,VIERNES 19 JUNIO,Viernes,12:00,13:00,Infectología Pediátrica,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 3,VIERNES 19 JUNIO,Viernes,12:00,13:00,Dolor y Cuidado Paliativo,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 3,VIERNES 19 JUNIO,Viernes,12:00,13:00,Neonatología,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 3,VIERNES 19 JUNIO,Viernes,12:00,13:00,Gastroenterología,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 3,VIERNES 19 JUNIO,Viernes,12:00,13:00,Reumatología,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 3,VIERNES 19 JUNIO,Viernes,12:00,13:00,Neumología,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 3,VIERNES 19 JUNIO,Viernes,13:00,16:00,Anestesiología,"Capacitación: El uso del SimMan, Torso de RCP Avanzado y Lucina",Equipo de simulación,"Aula Laboratorio de Simulación, bloque C",Académico,
SEMANA 3,VIERNES 19 JUNIO,Viernes,13:00,15:00,Urología,Anatomía clínica de la pelvis,Dra. Isabel Cristina Rojas,"Aula Laboratorio de Morfología 3, bloque C",Académico,
SEMANA 3,VIERNES 19 JUNIO,Viernes,13:00,15:00,Ginecología y Obstetricia,Anatomía clínica de la pelvis,Dra. Isabel Cristina Rojas,"Aula Laboratorio de Morfología 3, bloque C",Académico,
SEMANA 3,VIERNES 19 JUNIO,Viernes,13:00,16:00,Medicina de Urgencias,"Capacitación: El uso del SimMan, Torso de RCP Avanzado y Lucina",Equipo de simulación,"Aula Laboratorio de Simulación, bloque C",Académico,
SEMANA 3,VIERNES 19 JUNIO,Viernes,14:00,16:00,Dermatología,Comportamiento Quirófano (Todos),Michel Ferraro,Aula Simulación Quirófano Bloque C,Académico,
SEMANA 3,VIERNES 19 JUNIO,Viernes,15:00,17:00,Urología,Anatomía clínica de la pelvis masculina,Dra. Isabel Cristina Rojas,"Aula Laboratorio de Morfología 3, bloque C",Académico,
SEMANA 4,LUNES 22 JUNIO,Lunes,8:00,12:00,Neurología,Bioética Tema II: Grupo A,Dra. Clara Cossio,Aula B 1103,Académico,
SEMANA 4,LUNES 22 JUNIO,Lunes,8:00,12:00,Psiquiatría,Bioética Tema II: Grupo A,Dra. Clara Cossio,Aula B 1103,Académico,
SEMANA 4,LUNES 22 JUNIO,Lunes,10:00,12:00,Ortopedia y Traumatología,"Anatomia Miembros Inferiores  (Cadera, Rodilla, Tobillos)",Dra. Isabel Cristina Rojas,"Aula Laboratorio de Morfología 3, bloque C",Académico,
SEMANA 4,LUNES 22 JUNIO,Lunes,12:00,13:00,Anestesiología,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 4,LUNES 22 JUNIO,Lunes,12:00,13:00,Cirugía General,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 4,LUNES 22 JUNIO,Lunes,12:00,13:00,Urología,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 4,LUNES 22 JUNIO,Lunes,12:00,13:00,Ortopedia y Traumatología,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 4,LUNES 22 JUNIO,Lunes,12:00,13:00,Dermatología,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 4,LUNES 22 JUNIO,Lunes,12:00,13:00,"Cirugía Plástica, Reconstructiva y Estética",ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 4,LUNES 22 JUNIO,Lunes,12:00,13:00,Pediatría,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 4,LUNES 22 JUNIO,Lunes,12:00,13:00,Ginecología y Obstetricia,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 4,LUNES 22 JUNIO,Lunes,12:00,13:00,Medicina de Urgencias,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 4,LUNES 22 JUNIO,Lunes,12:00,13:00,Medicina Interna,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 4,LUNES 22 JUNIO,Lunes,12:00,13:00,Neurología,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 4,LUNES 22 JUNIO,Lunes,12:00,13:00,Psiquiatría,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 4,LUNES 22 JUNIO,Lunes,12:00,13:00,Radiología e imágenes Diagnósticas,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 4,LUNES 22 JUNIO,Lunes,12:00,13:00,Oftalmología,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 4,LUNES 22 JUNIO,Lunes,12:00,13:00,Cardiología,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 4,LUNES 22 JUNIO,Lunes,12:00,13:00,Anestesia Cardiovascular y Torácica,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 4,LUNES 22 JUNIO,Lunes,12:00,13:00,Cirugía Cardiovascular,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 4,LUNES 22 JUNIO,Lunes,12:00,13:00,Cardiología Intervencionista y Hemodinamia,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 4,LUNES 22 JUNIO,Lunes,12:00,13:00,Electrofisiología Cardiaca,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 4,LUNES 22 JUNIO,Lunes,12:00,13:00,Medicina Crítica y Cuidado Intensivo Adulto,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 4,LUNES 22 JUNIO,Lunes,12:00,13:00,Medicina Crítica y Cuidado Intensivo Pediátrico,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 4,LUNES 22 JUNIO,Lunes,12:00,13:00,Dermatopatología,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 4,LUNES 22 JUNIO,Lunes,12:00,13:00,Mastología,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 4,LUNES 22 JUNIO,Lunes,12:00,13:00,Infectología Pediátrica,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 4,LUNES 22 JUNIO,Lunes,12:00,13:00,Dolor y Cuidado Paliativo,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 4,LUNES 22 JUNIO,Lunes,12:00,13:00,Neonatología,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 4,LUNES 22 JUNIO,Lunes,12:00,13:00,Gastroenterología,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 4,LUNES 22 JUNIO,Lunes,12:00,13:00,Reumatología,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 4,LUNES 22 JUNIO,Lunes,12:00,13:00,Neumología,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 4,LUNES 22 JUNIO,Lunes,13:00,15:00,Anestesiología,Anatomía de Cabeza y Cuello,Dra. Isabel Cristina Rojas,"Aula Laboratorio de Morfología 3, bloque C",Académico,
SEMANA 4,LUNES 22 JUNIO,Lunes,13:00,17:00,Medicina de Urgencias,Bioética Tema II: Grupo B,Dra. Clara Cossio,Aula B 1103,Académico,
SEMANA 4,LUNES 22 JUNIO,Lunes,13:00,17:00,Medicina Interna,Bioética Tema II: Grupo B,Dra. Clara Cossio,Aula B 1103,Académico,
SEMANA 4,LUNES 22 JUNIO,Lunes,13:00,15:00,Psiquiatría,Taller HC - R1,Dra. Eliana Taborda,Aula B 1003,Académico,
SEMANA 4,LUNES 22 JUNIO,Lunes,13:00,15:00,Radiología e imágenes Diagnósticas,Anatomía de Cabeza y Cuello,Dra. Isabel Cristina Rojas,"Aula Laboratorio de Morfología 3, bloque C",Académico,
SEMANA 4,LUNES 22 JUNIO,Lunes,15:00,17:00,Ginecología y Obstetricia,Vasos sanguíneos de pelvis,Dra. Isabel Cristina Rojas,"Aula Laboratorio de Morfología 3, bloque C",Académico,
SEMANA 4,LUNES 22 JUNIO,Lunes,15:00,17:00,Psiquiatría,Taller HC - R2,Dra. Eliana Taborda,Aula B 1003,Académico,
SEMANA 4,MARTES 23 JUNIO,Martes,8:00,12:00,Pediatría,Bioética Tema II: Grupo C,Dra. Clara Cossio,Aula B 1103,Académico,
SEMANA 4,MARTES 23 JUNIO,Martes,8:00,12:00,Ginecología y Obstetricia,Bioética Tema II: Grupo C,Dra. Clara Cossio,Aula B 1103,Académico,
SEMANA 4,MARTES 23 JUNIO,Martes,8:00,10:00,Psiquiatría,Taller HC - R3,Dra. Eliana Taborda,Aula B 1003,Académico,
SEMANA 4,MARTES 23 JUNIO,Martes,10:00,12:00,Ortopedia y Traumatología,Anatomía por medio de Disecciones,Dra. Isabel Rojas,"Aula Laboratorio de Morfología 3, bloque C",Académico,
SEMANA 4,MARTES 23 JUNIO,Martes,10:00,12:00,"Cirugía Plástica, Reconstructiva y Estética",Anatomía por medio de Disecciones,Dra. Isabel Rojas,"Aula Laboratorio de Morfología 3, bloque C",Académico,
SEMANA 4,MARTES 23 JUNIO,Martes,10:00,12:00,Psiquiatría,Taller HC - R4,Dra. Eliana Taborda,Aula B 1003,Académico,
SEMANA 4,MARTES 23 JUNIO,Martes,12:00,13:00,Anestesiología,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 4,MARTES 23 JUNIO,Martes,12:00,13:00,Cirugía General,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 4,MARTES 23 JUNIO,Martes,12:00,13:00,Urología,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 4,MARTES 23 JUNIO,Martes,12:00,13:00,Ortopedia y Traumatología,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 4,MARTES 23 JUNIO,Martes,12:00,13:00,Dermatología,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 4,MARTES 23 JUNIO,Martes,12:00,13:00,"Cirugía Plástica, Reconstructiva y Estética",ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 4,MARTES 23 JUNIO,Martes,12:00,13:00,Pediatría,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 4,MARTES 23 JUNIO,Martes,12:00,13:00,Ginecología y Obstetricia,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 4,MARTES 23 JUNIO,Martes,12:00,13:00,Medicina de Urgencias,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 4,MARTES 23 JUNIO,Martes,12:00,13:00,Medicina Interna,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 4,MARTES 23 JUNIO,Martes,12:00,13:00,Neurología,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 4,MARTES 23 JUNIO,Martes,12:00,13:00,Psiquiatría,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 4,MARTES 23 JUNIO,Martes,12:00,13:00,Radiología e imágenes Diagnósticas,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 4,MARTES 23 JUNIO,Martes,12:00,13:00,Oftalmología,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 4,MARTES 23 JUNIO,Martes,12:00,13:00,Cardiología,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 4,MARTES 23 JUNIO,Martes,12:00,13:00,Anestesia Cardiovascular y Torácica,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 4,MARTES 23 JUNIO,Martes,12:00,13:00,Cirugía Cardiovascular,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 4,MARTES 23 JUNIO,Martes,12:00,13:00,Cardiología Intervencionista y Hemodinamia,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 4,MARTES 23 JUNIO,Martes,12:00,13:00,Electrofisiología Cardiaca,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 4,MARTES 23 JUNIO,Martes,12:00,13:00,Medicina Crítica y Cuidado Intensivo Adulto,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 4,MARTES 23 JUNIO,Martes,12:00,13:00,Medicina Crítica y Cuidado Intensivo Pediátrico,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 4,MARTES 23 JUNIO,Martes,12:00,13:00,Dermatopatología,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 4,MARTES 23 JUNIO,Martes,12:00,13:00,Mastología,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 4,MARTES 23 JUNIO,Martes,12:00,13:00,Infectología Pediátrica,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 4,MARTES 23 JUNIO,Martes,12:00,13:00,Dolor y Cuidado Paliativo,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 4,MARTES 23 JUNIO,Martes,12:00,13:00,Neonatología,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 4,MARTES 23 JUNIO,Martes,12:00,13:00,Gastroenterología,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 4,MARTES 23 JUNIO,Martes,12:00,13:00,Reumatología,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 4,MARTES 23 JUNIO,Martes,12:00,13:00,Neumología,ALMUERZO,No aplica,No aplica,Almuerzo,
SEMANA 4,MARTES 23 JUNIO,Martes,13:00,17:00,Cirugía General,Bioética Tema II: Grupo F,Dra. Clara Cossio,Aula B 1103,Académico,
SEMANA 4,MARTES 23 JUNIO,Martes,13:00,17:00,Ortopedia y Traumatología,Bioética Tema II: Grupo F,Dra. Clara Cossio,Aula B 1103,Académico,
SEMANA 4,MARTES 23 JUNIO,Martes,13:00,15:00,Ginecología y Obstetricia,Anatomía de la Mama,Dra. Isabel Cristina Rojas,"Aula Laboratorio de Morfología 3, bloque C",Académico,
SEMANA 4,MARTES 23 JUNIO,Martes,13:00,15:00,Mastología,Anatomía de la Mama,Dra. Isabel Cristina Rojas,"Aula Laboratorio de Morfología 3, bloque C",Académico,
SEMANA 4,MARTES 23 JUNIO,Martes,15:00,17:00,Medicina de Urgencias,Anatomía clínica del adulto,Dra. Isabel Cristina Rojas,"Aula Laboratorio de Morfología 3, bloque C",Académico,
SEMANA 4,MARTES 23 JUNIO,Martes,15:00,17:00,Medicina Interna,Anatomía clínica del adulto,Dra. Isabel Cristina Rojas,"Aula Laboratorio de Morfología 3, bloque C",Académico,
SEMANA 4,MARTES 23 JUNIO,Martes,15:00,17:00,Medicina Crítica y Cuidado Intensivo Adulto,Anatomía clínica del adulto,Dra. Isabel Cristina Rojas,"Aula Laboratorio de Morfología 3, bloque C",Académico,
SEMANA 4,MIÉRCOLES 24 JUNIO,Miércoles,7:00,10:30,Anestesiología,Aliados contra IAAS: Uniendo Fuerzas para la Atención Segura,Dr. Gustavo Roncancio Villamil,Aula B1107,Académico,
SEMANA 4,MIÉRCOLES 24 JUNIO,Miércoles,7:00,10:30,Cirugía General,Aliados contra IAAS: Uniendo Fuerzas para la Atención Segura,Dr. Gustavo Roncancio Villamil,Aula B1107,Académico,
SEMANA 4,MIÉRCOLES 24 JUNIO,Miércoles,7:00,10:30,Urología,Aliados contra IAAS: Uniendo Fuerzas para la Atención Segura,Dr. Gustavo Roncancio Villamil,Aula B1107,Académico,
SEMANA 4,MIÉRCOLES 24 JUNIO,Miércoles,7:00,10:30,Ortopedia y Traumatología,Aliados contra IAAS: Uniendo Fuerzas para la Atención Segura,Dr. Gustavo Roncancio Villamil,Aula B1107,Académico,
SEMANA 4,MIÉRCOLES 24 JUNIO,Miércoles,7:00,10:30,Dermatología,Aliados contra IAAS: Uniendo Fuerzas para la Atención Segura,Dr. Gustavo Roncancio Villamil,Aula B1107,Académico,
SEMANA 4,MIÉRCOLES 24 JUNIO,Miércoles,7:00,10:30,"Cirugía Plástica, Reconstructiva y Estética",Aliados contra IAAS: Uniendo Fuerzas para la Atención Segura,Dr. Gustavo Roncancio Villamil,Aula B1107,Académico,
SEMANA 4,MIÉRCOLES 24 JUNIO,Miércoles,7:00,10:30,Pediatría,Aliados contra IAAS: Uniendo Fuerzas para la Atención Segura,Dr. Gustavo Roncancio Villamil,Aula B1107,Académico,
SEMANA 4,MIÉRCOLES 24 JUNIO,Miércoles,7:00,10:30,Ginecología y Obstetricia,Aliados contra IAAS: Uniendo Fuerzas para la Atención Segura,Dr. Gustavo Roncancio Villamil,Aula B1107,Académico,
SEMANA 4,MIÉRCOLES 24 JUNIO,Miércoles,7:00,10:30,Medicina de Urgencias,Aliados contra IAAS: Uniendo Fuerzas para la Atención Segura,Dr. Gustavo Roncancio Villamil,Aula B1107,Académico,
SEMANA 4,MIÉRCOLES 24 JUNIO,Miércoles,7:00,10:30,Medicina Interna,Aliados contra IAAS: Uniendo Fuerzas para la Atención Segura,Dr. Gustavo Roncancio Villamil,Aula B1107,Académico,
SEMANA 4,MIÉRCOLES 24 JUNIO,Miércoles,7:00,10:30,Neurología,Aliados contra IAAS: Uniendo Fuerzas para la Atención Segura,Dr. Gustavo Roncancio Villamil,Aula B1107,Académico,
SEMANA 4,MIÉRCOLES 24 JUNIO,Miércoles,7:00,10:30,Psiquiatría,Aliados contra IAAS: Uniendo Fuerzas para la Atención Segura,Dr. Gustavo Roncancio Villamil,Aula B1107,Académico,
SEMANA 4,MIÉRCOLES 24 JUNIO,Miércoles,7:00,10:30,Radiología e imágenes Diagnósticas,Aliados contra IAAS: Uniendo Fuerzas para la Atención Segura,Dr. Gustavo Roncancio Villamil,Aula B1107,Académico,
SEMANA 4,MIÉRCOLES 24 JUNIO,Miércoles,7:00,10:30,Oftalmología,Aliados contra IAAS: Uniendo Fuerzas para la Atención Segura,Dr. Gustavo Roncancio Villamil,Aula B1107,Académico,
SEMANA 4,MIÉRCOLES 24 JUNIO,Miércoles,7:00,10:30,Cardiología,Aliados contra IAAS: Uniendo Fuerzas para la Atención Segura,Dr. Gustavo Roncancio Villamil,Aula B1107,Académico,
